Tiempo	Ca	Cb	Cc	Cd	P_Estimador	q	qc	T	T0	Tc	Tc0
0.0	0.106732	3.491414	0.553198	0.40778400000000004	3597.8193579999997	1.2415530000000001	10.469086	23.614501999999998	12.811278999999999	14.0625	12.29248
0.08333333333333333	0.10677579999999999	3.4913756	0.5536861	0.4075821	3585.7516060000003	1.2443361	10.4735116	23.5961915	12.875365899999998	14.0350341	12.2833249
0.16666666666666666	0.10655805999999998	3.4914957199999996	0.55457347	0.40726257000000005	3617.214292	1.2440576700000001	10.50758902	23.64746105	12.929382129999999	14.052429270000001	12.25860583
0.25	0.106403842	3.4915624039999997	0.555698029	0.406840599	3625.5380520000003	1.243027869	10.440717214	23.692504835	12.976348891	14.046295089000001	12.250457581
0.3333333333333333	0.1065238894	3.4914284828	0.5569565203	0.4063298193	3634.425465	1.2629026083000001	10.3164580498	23.7057249845	13.0092256237	14.051156562300001	12.281375106699999
0.4166666666666666	0.10657702258	3.4913473379599997	0.55831956421	0.40578357351	3622.3122	1.2578891258100002	10.38437473486	23.70582398915	13.02308393659	14.07287009361	12.284706574689999
0.5	0.106442315806	3.4913841365719995	0.559793594947	0.405222701457	3585.774378	1.2579979880670003	10.259315614402	23.687582792405003	13.032784755613001	14.417659465526999	12.277883502283
0.5833333333333333	0.1064137210642	3.4913573956003994	0.5612883164629	0.4046341910199	3593.212287	1.2488896916469003	10.284628530081399	23.674813954683504	13.0304199289291	14.3111116258689	12.3005732515981
0.6666666666666666	0.10639190474494	3.4913242769202792	0.56281132152403	0.40403383371393	3618.568258	1.2483584841528303	10.26915497105698	23.693341368278453	13.01960945025037	14.245683538108228	12.316456076118671
0.75	0.10644863332145799	3.4912386938441955	0.564334925066821	0.40342188359975095	3601.1333259999997	1.2454819389069813	10.368964979739886	23.67884495779492	13.05781851517526	14.20903897667576	12.281797653283068
0.8333333333333334	0.10653304332502059	3.4911397856909367	0.5658517475467747	0.40280661851982563	3606.191636	1.2456946572348868	10.22197488581792	23.668697470456443	13.057098960622682	14.174232683673033	12.285002357298147
0.9166666666666669	0.1065183303275144	3.4911128499836557	0.5673779232827423	0.4022001329638779	3614.8818119999996	1.2422255600644208	10.189892320072545	23.67990472931951	13.084061172435877	14.131557478571123	12.268935150108703
1.0	0.10659983122926009	3.4910243949885587	0.5688806462979196	0.4015877930747145	3591.171782	1.2461985920450944	10.200627124050781	23.651128510523655	13.084624220705113	14.092529734999786	12.275998605076092
1.0833333333333333	0.10667218186048207	3.490945076491991	0.5703726524085437	0.4009800551523001	3618.494191	1.2436916144315662	10.177161686835547	23.658451057366555	13.085018354493577	14.083520814499849	12.262632523553265
1.1666666666666663	0.10661422730233744	3.4909582535443935	0.5718709566859806	0.4003872386066101	3606.143399	1.2394317301020963	10.074435780784881	23.663576840156587	13.085294248145505	14.049748670149894	12.253276266487285
1.2499999999999998	0.1065277591116362	3.4909911774810753	0.5732800696801865	0.39983426702462704	3609.474064	1.2370066110714675	10.106530146549417	23.66716488810961	13.103797873701854	14.053574069104926	12.255882286541098
1.333333333333333	0.10648673137814535	3.490992624236753	0.5747008487761306	0.39926988691723897	3577.6992609999998	1.2425453277500274	10.042696102584593	23.660521421676727	13.116750411591298	14.037941348373447	12.285172400578768
1.4166666666666663	0.10650121196470175	3.490957336965727	0.5761186941432914	0.3986984208420673	3599.5210520000005	1.2405775294250192	10.031204871809216	23.637560195173712	13.134972288113907	14.026998443861412	12.287364680405137
1.4999999999999996	0.10653354837529122	3.490911035876009	0.577533585900304	0.3981252945894471	3602.036064	1.2436532705975134	10.087332810266451	23.6397981366216	13.129417101679735	14.05595941070299	12.398762576283596
1.5833333333333328	0.10661888386270385	3.4908336251132064	0.5789308101302129	0.397549806212613	3583.6194229999996	1.2419098894182594	10.137686367186516	23.65967519563512	13.125528471175812	14.057921587492093	12.348567303398518
1.666666666666666	0.10659641870389269	3.4908328375792443	0.5803345670911491	0.39698556434882915	3582.846721	1.2459776225927817	10.181785357030561	23.636967836944585	13.09534052982307	14.086761011244466	12.340896512378961
1.7499999999999991	0.10654289309272488	3.4908478863054713	0.5817407969638043	0.3964273950441804	3716.4078729999997	1.248546635814947	10.144057249921392	23.61191758586121	13.101674870876149	14.116103707871126	12.317216458665271
1.8333333333333328	0.10662902516490741	3.49076872041383	0.583114557874663	0.39586177653092625	3592.520735	1.250623345070463	10.046836774944975	23.585227010102848	13.133574809613304	14.090867195509789	12.30064042106569
1.9166666666666656	0.1066377176154352	3.4907442042896806	0.5844871905122642	0.3953074435716484	3620.780061	1.247902241549324	10.171298742461483	23.612320007071993	13.100972966729312	14.064046536856853	12.261571294745982
1.9999999999999991	0.10654540233080464	3.4907756430027765	0.5858809333585849	0.39476431050015387	3592.5485369999997	1.2507287690845268	10.141141919723037	23.622130004950396	13.087307076710518	14.045272075799797	12.225067806322187
2.0833333333333326	0.10654018163156326	3.4907523501019435	0.5872468533510095	0.3942176173501077	3573.828091	1.2507591383591687	10.120032143806124	23.647307503465274	13.077740953697363	14.032129953059858	12.19035996442553
2.166666666666666	0.10651792714209428	3.49074384507136	0.5886010973457066	0.3936768321450754	3588.6710789999997	1.246883996851418	10.167214900664288	23.65577635242569	13.071044667588154	14.0229304671419	12.184374975097871
2.25	0.106461848999466	3.490763391549952	0.5899459681419946	0.39314228250155275	3575.615633	1.2413882977959927	10.191391330465	23.63423864669798	13.066357267311709	14.062267226999332	12.18018548256851
